,Risk,Latitude,Longitude
2379,Risk 2 (Medium),41.75074999598463,-87.6297922443189
2382,Risk 2 (Medium),41.91094876256121,-87.65315955127153
2390,Risk 2 (Medium),41.94007949668328,-87.6501127806443
2437,Risk 2 (Medium),41.9975096365926,-87.70871560955085
2451,Risk 2 (Medium),41.89112059304888,-87.62398870432278
2455,Risk 2 (Medium),41.70750956551268,-87.60818281887106
2456,Risk 2 (Medium),41.84446768480461,-87.71671532542946
2460,Risk 2 (Medium),41.99759944782518,-87.6911627011657
2461,Risk 2 (Medium),41.68721692727642,-87.64236462169072
2471,Risk 2 (Medium),41.94007949668328,-87.6501127806443
2474,Risk 2 (Medium),41.65902472179736,-87.60909139773335
2476,Risk 2 (Medium),41.7597206413212,-87.5863104488657
2502,Risk 2 (Medium),41.751009580289924,-87.62440141614083
2509,Risk 2 (Medium),42.01248045740176,-87.80677569100311
2512,Risk 2 (Medium),41.734670379372936,-87.66561153316543
2522,Risk 2 (Medium),41.91094876256121,-87.65315955127153
2528,Risk 2 (Medium),41.791887833521216,-87.66467701403849
2532,Risk 2 (Medium),41.902331662977616,-87.74045894485229
2540,Risk 2 (Medium),41.721021450705024,-87.55348266060379
2547,Risk 2 (Medium),41.893514406871425,-87.63426612684187
2550,Risk 2 (Medium),41.715445889813275,-87.53300739538533
2565,Risk 2 (Medium),41.71262455008975,-87.62027851925964
2595,Risk 2 (Medium),41.89579651244164,-87.67732279971978
2601,Risk 2 (Medium),41.88088511807467,-87.72175140777954
2604,Risk 2 (Medium),41.699739691031006,-87.56212104454222
2611,Risk 2 (Medium),41.88199433820508,-87.6397586848809
2654,Risk 2 (Medium),41.882029806449154,-87.62925644446257
2656,Risk 2 (Medium),41.824860624541934,-87.6700230191998
2669,Risk 2 (Medium),41.73637382027632,-87.62723156456728
2691,Risk 2 (Medium),41.73646911302717,-87.62302412422503
2692,Risk 2 (Medium),41.779375935711215,-87.6640720912977
2720,Risk 2 (Medium),41.74611876256449,-87.60494688712946
2744,Risk 2 (Medium),41.7209318257351,-87.65094179046467
2746,Risk 2 (Medium),41.83116513402594,-87.62210904738643
2749,Risk 2 (Medium),41.99759944782518,-87.6911627011657
2752,Risk 2 (Medium),41.73627895206547,-87.66292995922136
2766,Risk 2 (Medium),41.69574845226364,-87.70577383458786
2768,Risk 2 (Medium),41.90666397717909,-87.67142950595844
2770,Risk 2 (Medium),41.88199433820508,-87.6397586848809
2783,Risk 2 (Medium),41.88464314058556,-87.72592866367854
2794,Risk 2 (Medium),41.895661728843066,-87.70671074073833
2799,Risk 2 (Medium),41.88743405025222,-87.68184949426895
2800,Risk 2 (Medium),41.97628834368919,-87.69250645233689
2818,Risk 2 (Medium),41.89842933098915,-87.76091119548944
2838,Risk 2 (Medium),41.71262455008975,-87.62027851925964
2839,Risk 2 (Medium),41.87450605062665,-87.64038050243174
2843,Risk 2 (Medium),41.7144017634731,-87.56716721220778
2857,Risk 2 (Medium),41.879942323012294,-87.64745274382807
2864,Risk 2 (Medium),41.774244210348684,-87.70317482230865
2882,Risk 2 (Medium),41.735258526749796,-87.70463151056377
2895,Risk 2 (Medium),41.721386649184396,-87.6578758445591
2901,Risk 2 (Medium),41.880168173616816,-87.76253909209875
2915,Risk 2 (Medium),41.780161576495935,-87.61380513050852
2930,Risk 2 (Medium),41.937338437309435,-87.64445647150518
2939,Risk 2 (Medium),41.79492963002326,-87.59906813253934
2944,Risk 2 (Medium),41.96787847112636,-87.72786949375143
2954,Risk 2 (Medium),41.80842103384483,-87.67453769687005
2957,Risk 2 (Medium),41.92161984057171,-87.65405058579165
2962,Risk 2 (Medium),41.809322870119075,-87.61333552121958
2969,Risk 2 (Medium),41.737973780282466,-87.6435254107888
2970,Risk 2 (Medium),41.80940554037228,-87.60773720006983
2992,Risk 2 (Medium),41.795238863133825,-87.64503698927818
3007,Risk 2 (Medium),41.92198992591928,-87.78370990283081
3026,Risk 2 (Medium),41.89770258097883,-87.62346195629931
3049,Risk 2 (Medium),41.92230468172915,-87.64850216798372
3078,Risk 2 (Medium),41.978799833537025,-87.66008349363459
3091,Risk 2 (Medium),41.72836464185542,-87.55089731409363
3111,Risk 2 (Medium),41.76278384194664,-87.68333690607514
3116,Risk 2 (Medium),41.8952609502373,-87.72574429245381
3130,Risk 2 (Medium),41.75102250298947,-87.62698029363656
3136,Risk 2 (Medium),41.89835536969236,-87.62839232734267
3139,Risk 2 (Medium),41.75074999598463,-87.6297922443189
3143,Risk 2 (Medium),41.779375935711215,-87.6640720912977
3158,Risk 2 (Medium),41.90927456671192,-87.76518778496151
3184,Risk 2 (Medium),41.73536134404252,-87.58501433108263
3196,Risk 2 (Medium),41.86931406589003,-87.65625439904653
3197,Risk 2 (Medium),41.97628834368919,-87.69250645233689
3202,Risk 2 (Medium),41.780161576495935,-87.61380513050852
3251,Risk 2 (Medium),41.895661728843066,-87.70671074073833
3254,Risk 2 (Medium),41.978799833537025,-87.66008349363459
3279,Risk 2 (Medium),41.692638562810416,-87.61238749553249
3281,Risk 2 (Medium),41.7209318257351,-87.65094179046467
3289,Risk 2 (Medium),41.937338437309435,-87.64445647150518
3290,Risk 2 (Medium),41.87466288077968,-87.62906528869487
3298,Risk 2 (Medium),41.742331793969264,-87.70964592110775
3311,Risk 2 (Medium),41.742871906465204,-87.70571301103739
3319,Risk 2 (Medium),42.008536400868735,-87.91442843927048
3342,Risk 2 (Medium),41.686249266443774,-87.64204217300293
3352,Risk 2 (Medium),41.80940554037228,-87.60773720006983
3353,Risk 2 (Medium),41.902434921792604,-87.74854487187146
3355,Risk 2 (Medium),41.742420824438476,-87.6630911433338
3359,Risk 2 (Medium),41.917103631009375,-87.68724876700634
3363,Risk 2 (Medium),41.721678447032616,-87.62023668969533
3366,Risk 2 (Medium),41.743071437623975,-87.60486143722805
3371,Risk 2 (Medium),41.799712759995224,-87.5844615242448
3374,Risk 2 (Medium),41.946823399558674,-87.69353264259799
3381,Risk 2 (Medium),41.92198992591928,-87.78370990283081
3384,Risk 2 (Medium),41.76262377222808,-87.57628572757505
3386,Risk 2 (Medium),42.01248045740176,-87.80677569100311
3392,Risk 2 (Medium),41.795238863133825,-87.64503698927818
3421,Risk 2 (Medium),41.9691923029365,-87.72820341214991
3423,Risk 2 (Medium),41.8977408562525,-87.62396131598219
3432,Risk 2 (Medium),41.961408694471395,-87.69079624298841
3445,Risk 2 (Medium),41.96548448947964,-87.65933488322489
3465,Risk 2 (Medium),41.73726152889483,-87.57557560680759
3487,Risk 2 (Medium),41.99171164444709,-87.66046661833741
3506,Risk 2 (Medium),41.75102250298947,-87.62698029363656
3530,Risk 2 (Medium),41.73679545764298,-87.58627250913064
3540,Risk 2 (Medium),41.87312522213193,-87.74091577738749
3552,Risk 2 (Medium),42.008536400868735,-87.91442843927048
3583,Risk 2 (Medium),41.75032238740821,-87.64418240605828
3633,Risk 2 (Medium),41.754660124393745,-87.7413847586052
3636,Risk 2 (Medium),41.89481469929343,-87.75630215901684
3647,Risk 2 (Medium),41.978799833537025,-87.66008349363459
3662,Risk 2 (Medium),41.909689477429616,-87.74967070603273
3692,Risk 2 (Medium),42.008536400868735,-87.91442843927048
3699,Risk 2 (Medium),41.931848516904076,-87.71335155748686
3701,Risk 2 (Medium),41.742420824438476,-87.6630911433338
3735,Risk 2 (Medium),41.794425502990016,-87.64436324151953
3753,Risk 2 (Medium),41.96548448947964,-87.65933488322489
3760,Risk 2 (Medium),41.897629246031045,-87.62427006876112
3764,Risk 2 (Medium),41.902434921792604,-87.74854487187146
3767,Risk 2 (Medium),41.751090653649996,-87.61001847700095
3771,Risk 2 (Medium),41.958525174634296,-87.65576164952209
3774,Risk 2 (Medium),41.954005294391735,-87.65467866786224
3780,Risk 2 (Medium),41.76469612104135,-87.67359278470066
3788,Risk 2 (Medium),41.89593595157544,-87.6689621610672
3797,Risk 2 (Medium),41.85212453144858,-87.68728216490156
3800,Risk 2 (Medium),41.743071437623975,-87.60486143722805
3820,Risk 2 (Medium),41.754660124393745,-87.7413847586052
3860,Risk 2 (Medium),41.792315475933385,-87.7889906877505
3861,Risk 2 (Medium),41.73726152889483,-87.57557560680759
3864,Risk 2 (Medium),41.78685601118665,-87.66442912089481
3869,Risk 2 (Medium),41.79435246677961,-87.77198774007833
3888,Risk 2 (Medium),41.95364665191581,-87.71848490505018
3919,Risk 2 (Medium),41.953021362778074,-87.7869561311957
3930,Risk 2 (Medium),41.64818877792674,-87.56157337119949
3934,Risk 2 (Medium),41.89245290794413,-87.6224908327819
3935,Risk 2 (Medium),41.83118551028846,-87.61682099988268
3947,Risk 2 (Medium),41.85045102427,-87.65879785567869
3953,Risk 2 (Medium),41.77594158766637,-87.74233869259909
3957,Risk 2 (Medium),41.72235444829322,-87.57577806414749
3959,Risk 2 (Medium),41.8843876187293,-87.62586884949191
3989,Risk 2 (Medium),41.909689477429616,-87.74967070603273
3990,Risk 2 (Medium),41.935969320447725,-87.6441140608449
4000,Risk 2 (Medium),41.891689839806666,-87.62044413482636
4022,Risk 2 (Medium),41.931848516904076,-87.71335155748686
4042,Risk 2 (Medium),41.73591610860575,-87.58577277880867
4054,Risk 2 (Medium),41.90338886432581,-87.67159463281597
4056,Risk 2 (Medium),41.893341296312244,-87.61758915120579
