,Risk,Latitude,Longitude
2331,Risk 3 (Low),41.876699511546974,-87.62911066501951
2336,Risk 3 (Low),41.89422978422928,-87.65252070814081
2337,Risk 3 (Low),41.74089065370721,-87.60479808374646
2349,Risk 3 (Low),41.88475367639503,-87.71122978859283
2372,Risk 3 (Low),41.91748640064961,-87.70899097096846
2434,Risk 3 (Low),41.69984692838077,-87.64246730125315
2458,Risk 3 (Low),41.924518490422905,-87.73311251466045
2488,Risk 3 (Low),41.67784867927214,-87.62871899471705
2503,Risk 3 (Low),41.95016849418092,-87.6590786208923
2541,Risk 3 (Low),41.808741388438726,-87.66291162853796
2555,Risk 3 (Low),41.902331662977616,-87.74045894485229
2562,Risk 3 (Low),41.753356980012015,-87.70264255048964
2577,Risk 3 (Low),41.692157238737,-87.64979625345943
2592,Risk 3 (Low),41.864435096503065,-87.70546338183142
2600,Risk 3 (Low),41.917119382390524,-87.72128754868629
2657,Risk 3 (Low),41.9095215021138,-87.76279312938051
2712,Risk 3 (Low),41.74089065370721,-87.60479808374646
2764,Risk 3 (Low),41.693223821674536,-87.62118667380476
2769,Risk 3 (Low),41.96189827581557,-87.65402861269251
2773,Risk 3 (Low),41.72533155626631,-87.66292295723761
2782,Risk 3 (Low),41.75163004554857,-87.58285440483169
2784,Risk 3 (Low),41.723598441394046,-87.66258537641119
2788,Risk 3 (Low),41.79419948541374,-87.63192548249235
2804,Risk 3 (Low),41.74416023099397,-87.58522848723509
2833,Risk 3 (Low),41.79461267421702,-87.64531451028982
2871,Risk 3 (Low),41.96813694682956,-87.7276533253596
2905,Risk 3 (Low),41.90958317993464,-87.6348075756375
2916,Risk 3 (Low),41.824112853701465,-87.68813503587118
2922,Risk 3 (Low),41.997063236750506,-87.69732910420372
2932,Risk 3 (Low),41.700301654496116,-87.68157331460962
2942,Risk 3 (Low),41.74416023099397,-87.58522848723509
2947,Risk 3 (Low),41.753356980012015,-87.70264255048964
2967,Risk 3 (Low),41.73661396743665,-87.61444973049696
2979,Risk 3 (Low),41.751876222428905,-87.56358118181382
2981,Risk 3 (Low),41.723598441394046,-87.66258537641119
2989,Risk 3 (Low),41.81761758884696,-87.69825774800141
3004,Risk 3 (Low),41.81761758884696,-87.69825774800141
3005,Risk 3 (Low),41.81761758884696,-87.69825774800141
3008,Risk 3 (Low),41.81761758884696,-87.69825774800141
3018,Risk 3 (Low),41.81761758884696,-87.69825774800141
3019,Risk 3 (Low),41.81761758884696,-87.69825774800141
3021,Risk 3 (Low),41.81761758884696,-87.69825774800141
3024,Risk 3 (Low),41.81761758884696,-87.69825774800141
3029,Risk 3 (Low),41.81761758884696,-87.69825774800141
3031,Risk 3 (Low),41.81761758884696,-87.69825774800141
3032,Risk 3 (Low),41.81761758884696,-87.69825774800141
3035,Risk 3 (Low),41.81761758884696,-87.69825774800141
3037,Risk 3 (Low),41.81761758884696,-87.69825774800141
3039,Risk 3 (Low),41.81761758884696,-87.69825774800141
3040,Risk 3 (Low),41.81761758884696,-87.69825774800141
3050,Risk 3 (Low),41.81761758884696,-87.69825774800141
3051,Risk 3 (Low),41.902539299640786,-87.66761746288637
3061,Risk 3 (Low),41.880699246124394,-87.63972502663869
3077,Risk 3 (Low),41.88477970462645,-87.63080066748627
3129,Risk 3 (Low),41.86615189341997,-87.71843697167586
3152,Risk 3 (Low),41.75163004554857,-87.58285440483169
3156,Risk 3 (Low),41.72533155626631,-87.66292295723761
3172,Risk 3 (Low),41.723598441394046,-87.66258537641119
3179,Risk 3 (Low),41.735445112969714,-87.55162244714384
3182,Risk 3 (Low),41.798504865984114,-87.6843018392966
3212,Risk 3 (Low),41.79461267421702,-87.64531451028982
3222,Risk 3 (Low),41.90833605669644,-87.71172870735164
3238,Risk 3 (Low),41.91753933245386,-87.66601593118759
3316,Risk 3 (Low),41.824112853701465,-87.68813503587118
3328,Risk 3 (Low),41.798504865984114,-87.6843018392966
3329,Risk 3 (Low),41.93427051907201,-87.63948842747088
3330,Risk 3 (Low),41.76479198735802,-87.68432433396696
3351,Risk 3 (Low),41.93555816192646,-87.64410158070869
3361,Risk 3 (Low),41.79946965773025,-87.58633098847555
3424,Risk 3 (Low),41.93487868147403,-87.74687541003576
3439,Risk 3 (Low),41.93555816192646,-87.64410158070869
3446,Risk 3 (Low),41.997063236750506,-87.69732910420372
3468,Risk 3 (Low),41.723598441394046,-87.66258537641119
3486,Risk 3 (Low),41.90612787524913,-87.72655403088632
3500,Risk 3 (Low),41.95761346957928,-87.75168946007385
3526,Risk 3 (Low),41.92544377898498,-87.656314390191
3567,Risk 3 (Low),41.93427051907201,-87.63948842747088
3648,Risk 3 (Low),41.82788609774376,-87.65946618804537
3649,Risk 3 (Low),41.82788609774376,-87.65946618804537
3663,Risk 3 (Low),41.723598441394046,-87.66258537641119
3740,Risk 3 (Low),41.87787173863181,-87.64450945964907
3742,Risk 3 (Low),41.880699246124394,-87.63972502663869
3749,Risk 3 (Low),41.93487868147403,-87.74687541003576
3801,Risk 3 (Low),41.95159256364248,-87.67427393856427
3805,Risk 3 (Low),41.76479198735802,-87.68432433396696
3826,Risk 3 (Low),41.90404034928421,-87.62933545937574
3829,Risk 3 (Low),41.90310193590675,-87.68955175463354
3839,Risk 3 (Low),41.90612787524913,-87.72655403088632
3863,Risk 3 (Low),41.76841468957598,-87.66628293468278
3866,Risk 3 (Low),41.90833605669644,-87.71172870735164
3883,Risk 3 (Low),41.95761346957928,-87.75168946007385
3889,Risk 3 (Low),41.85178134207276,-87.69634492138401
3891,Risk 3 (Low),41.98099727559229,-87.80694310636439
3917,Risk 3 (Low),41.88477970462645,-87.63080066748627
3921,Risk 3 (Low),41.794622829011274,-87.63306376320219
3924,Risk 3 (Low),41.75021512285701,-87.6659241024733
3963,Risk 3 (Low),41.84776668182944,-87.70528457405833
3980,Risk 3 (Low),41.85178134207276,-87.69634492138401
3995,Risk 3 (Low),41.95832099823054,-87.70800649849726
4055,Risk 3 (Low),41.69231572368458,-87.63655973020597
4063,Risk 3 (Low),41.9352934991878,-87.63953546157596
4069,Risk 3 (Low),41.93994602975603,-87.65907761920569
4083,Risk 3 (Low),41.76841468957598,-87.66628293468278
4085,Risk 3 (Low),41.945760427906144,-87.6492932437005
4087,Risk 3 (Low),41.97738953666194,-87.66852279752683
4095,Risk 3 (Low),41.90966899031898,-87.7345224450444
4097,Risk 3 (Low),41.882694668611215,-87.63253142666058
4102,Risk 3 (Low),41.89897268393013,-87.71506188016066
4110,Risk 3 (Low),41.943719076067936,-87.66377849058603
4117,Risk 3 (Low),41.70721890327452,-87.61286079947267
4118,Risk 3 (Low),41.88549078428761,-87.63082227177384
4119,Risk 3 (Low),41.981089964980505,-87.66852633131292
4132,Risk 3 (Low),41.98099727559229,-87.80694310636439
4140,Risk 3 (Low),41.93555816192646,-87.64410158070869
4141,Risk 3 (Low),41.93267441805559,-87.65822868850925
4154,Risk 3 (Low),41.92637169738856,-87.64080007827751
4175,Risk 3 (Low),41.84776668182944,-87.70528457405833
4199,Risk 3 (Low),41.876353229136384,-87.70122482019289
4209,Risk 3 (Low),41.93332233478218,-87.64513435590099
4239,Risk 3 (Low),41.93956054566403,-87.67059269385193
4249,Risk 3 (Low),41.9681333106261,-87.72796442844873
4268,Risk 3 (Low),41.88053599680486,-87.73244354885557
4277,Risk 3 (Low),41.746594707551054,-87.65378117410792
4288,Risk 3 (Low),41.87882224189981,-87.74536281507694
4310,Risk 3 (Low),41.93994602975603,-87.65907761920569
4322,Risk 3 (Low),41.794622829011274,-87.63306376320219
4324,Risk 3 (Low),41.8860483963374,-87.64763233827559
4326,Risk 3 (Low),41.93245229040895,-87.66824899757319
4355,Risk 3 (Low),41.943003996643256,-87.64950942825703
4382,Risk 3 (Low),41.87801448724953,-87.63318903001444
4383,Risk 3 (Low),41.925282314355314,-87.66661707753525
4389,Risk 3 (Low),41.902304746611435,-87.76065826255068
4394,Risk 3 (Low),41.9250643784728,-87.66650279971647
4434,Risk 3 (Low),41.791365029528606,-87.5937003851426
4437,Risk 3 (Low),41.95832099823054,-87.70800649849726
4445,Risk 3 (Low),41.91372879440366,-87.66422290709808
4447,Risk 3 (Low),41.70721890327452,-87.61286079947267
4487,Risk 3 (Low),41.968378007876524,-87.70451439363407
4492,Risk 3 (Low),41.67784867927214,-87.62871899471705
4495,Risk 3 (Low),41.77320468916255,-87.60844500807035
4526,Risk 3 (Low),41.95394706279095,-87.71426895274858
4544,Risk 3 (Low),41.93956054566403,-87.67059269385193
4593,Risk 3 (Low),41.746594707551054,-87.65378117410792
4631,Risk 3 (Low),41.96123554915083,-87.7671215676582
4704,Risk 3 (Low),41.93245229040895,-87.66824899757319
4716,Risk 3 (Low),41.78690379590572,-87.6457553570784
4724,Risk 3 (Low),41.76571747999392,-87.62034964354403
4729,Risk 3 (Low),41.90966899031898,-87.7345224450444
4758,Risk 3 (Low),41.9095215021138,-87.76279312938051
4765,Risk 3 (Low),41.90933798763066,-87.75986542410391
4779,Risk 3 (Low),41.98466614381545,-87.82315864715578
4814,Risk 3 (Low),41.997932538538976,-87.68436329557959
4841,Risk 3 (Low),41.998003769952014,-87.68020042279053
4868,Risk 3 (Low),41.93927698725887,-87.72120343176073
4889,Risk 3 (Low),41.77776928832672,-87.615417280148
4892,Risk 3 (Low),41.99703014592481,-87.69947325070372
4917,Risk 3 (Low),41.9250643784728,-87.66650279971647
4930,Risk 3 (Low),41.9979093763549,-87.68593714505293
4956,Risk 3 (Low),41.99058604241958,-87.68982247294416
5053,Risk 3 (Low),41.997176400129526,-87.71753464854655
5060,Risk 3 (Low),41.90933798763066,-87.75986542410391
5119,Risk 3 (Low),41.90950728341657,-87.76391835085596
5136,Risk 3 (Low),41.997932538538976,-87.68436329557959
5147,Risk 3 (Low),41.97976243716671,-87.6805517404948
5153,Risk 3 (Low),41.87857154239737,-87.74506001360298
5181,Risk 3 (Low),41.927805102093345,-87.64196306007628
5260,Risk 3 (Low),42.008536400868735,-87.91442843927048
5307,Risk 3 (Low),41.82788609774376,-87.65946618804537
5309,Risk 3 (Low),41.82788609774376,-87.65946618804537
5332,Risk 3 (Low),41.866254930227,-87.72704914147509
5381,Risk 3 (Low),42.008536400868735,-87.91442843927048
5396,Risk 3 (Low),41.909499044957975,-87.7647109791247
5400,Risk 3 (Low),41.997176400129526,-87.71753464854655
5450,Risk 3 (Low),41.76420517401827,-87.62473377841512
5455,Risk 3 (Low),41.866254930227,-87.72704914147509
5467,Risk 3 (Low),41.876353229136384,-87.70122482019289
5486,Risk 3 (Low),41.881102463653505,-87.65186501694456
5489,Risk 3 (Low),41.881102463653505,-87.65186501694456
5525,Risk 3 (Low),41.87297585378775,-87.76144998426264
5543,Risk 3 (Low),41.78932932326538,-87.74164564419638
5544,Risk 3 (Low),41.78932932326538,-87.74164564419638
5549,Risk 3 (Low),41.78932932326538,-87.74164564419638
5570,Risk 3 (Low),41.990593213650385,-87.69216196265741
5587,Risk 3 (Low),41.99767156727908,-87.69958491945799
5592,Risk 3 (Low),41.831564200474574,-87.64598002242634
5597,Risk 3 (Low),41.791852065440104,-87.80137779892857
5600,Risk 3 (Low),41.791852065440104,-87.80137779892857
5638,Risk 3 (Low),41.750205470352995,-87.6635777861479
5665,Risk 3 (Low),41.90950728341657,-87.76391835085596
5677,Risk 3 (Low),41.97693688769671,-87.76907431197014
5736,Risk 3 (Low),41.87297585378775,-87.76144998426264
5737,Risk 3 (Low),42.0167102569925,-87.69035257496029
5778,Risk 3 (Low),41.91346823016767,-87.6550322048157
5813,Risk 3 (Low),41.85397172847855,-87.63433457015086
5820,Risk 3 (Low),41.934420355943345,-87.72719900544666
5824,Risk 3 (Low),41.998003769952014,-87.68020042279053
5826,Risk 3 (Low),41.848924747837366,-87.6320759895941
5858,Risk 3 (Low),41.870500910761905,-87.6284461002255
5864,Risk 3 (Low),41.707135321618345,-87.61824172993403
5898,Risk 3 (Low),41.90612787524913,-87.72655403088632
5901,Risk 3 (Low),42.009915613461686,-87.6740256476211
5922,Risk 3 (Low),41.976400809838864,-87.78800422630543
5974,Risk 3 (Low),41.997366866920245,-87.70445027779745
5975,Risk 3 (Low),41.90980962698671,-87.72342618654316
5987,Risk 3 (Low),41.831564200474574,-87.64598002242634
6009,Risk 3 (Low),41.9703111203981,-87.67937718907184
6023,Risk 3 (Low),41.97693688769671,-87.76907431197014
6039,Risk 3 (Low),42.009939363491725,-87.67432953633713
6095,Risk 3 (Low),41.9903347473856,-87.69908650620005
6122,Risk 3 (Low),41.93824594902652,-87.78338149816744
6125,Risk 3 (Low),41.981027631859,-87.80708076227056
6144,Risk 3 (Low),41.691495324148114,-87.69778040132009
6145,Risk 3 (Low),41.751876222428905,-87.56358118181382
6156,Risk 3 (Low),41.90551187664208,-87.72511200015293
6177,Risk 3 (Low),41.69147450511024,-87.69937888995085
6248,Risk 3 (Low),41.74387991306119,-87.60488313899566
6270,Risk 3 (Low),41.8977408562525,-87.62396131598219
6332,Risk 3 (Low),42.008536400868735,-87.91442843927048
6337,Risk 3 (Low),42.008536400868735,-87.91442843927048
6357,Risk 3 (Low),41.90612787524913,-87.72655403088632
6370,Risk 3 (Low),41.99760128084559,-87.70361267194514
6404,Risk 3 (Low),41.90217743763021,-87.752316638429
6413,Risk 3 (Low),42.008536400868735,-87.91442843927048
6415,Risk 3 (Low),41.707135321618345,-87.61824172993403
6425,Risk 3 (Low),41.90980962698671,-87.72342618654316
6453,Risk 3 (Low),42.008536400868735,-87.91442843927048
6458,Risk 3 (Low),41.962542993844735,-87.68047934170733
6465,Risk 3 (Low),41.91721813909613,-87.75683560519089
6466,Risk 3 (Low),41.79942163323843,-87.59012564311584
6492,Risk 3 (Low),41.80789596041792,-87.73027570952607
6510,Risk 3 (Low),41.94779430665377,-87.80694664655346
6512,Risk 3 (Low),42.008536400868735,-87.91442843927048
6516,Risk 3 (Low),41.831564200474574,-87.64598002242634
6520,Risk 3 (Low),41.94852457422423,-87.64937612258991
6521,Risk 3 (Low),42.008536400868735,-87.91442843927048
6522,Risk 3 (Low),42.008536400868735,-87.91442843927048
6523,Risk 3 (Low),41.876353229136384,-87.70122482019289
6527,Risk 3 (Low),41.8075025546062,-87.7237211599538
6530,Risk 3 (Low),42.008536400868735,-87.91442843927048
6539,Risk 3 (Low),42.008536400868735,-87.91442843927048
6570,Risk 3 (Low),41.96810253789433,-87.68807311840402
6602,Risk 3 (Low),41.94357316110511,-87.64922664095873
6635,Risk 3 (Low),41.786649033630596,-87.68539646052622
6648,Risk 3 (Low),41.810001478300926,-87.69318135230999
6697,Risk 3 (Low),41.97084299526282,-87.66786735587178
6743,Risk 3 (Low),41.866254930227,-87.72704914147509
6744,Risk 3 (Low),42.008536400868735,-87.91442843927048
6770,Risk 3 (Low),41.786649033630596,-87.68539646052622
6800,Risk 3 (Low),41.99637159702214,-87.76427703822098
6810,Risk 3 (Low),41.92787714672656,-87.65237571214044
6850,Risk 3 (Low),41.99349102889125,-87.68989167199896
6855,Risk 3 (Low),41.746622062843144,-87.66348933329323
6861,Risk 3 (Low),41.77891469594991,-87.69962671093363
6882,Risk 3 (Low),41.90217743763021,-87.752316638429
6890,Risk 3 (Low),41.80122901393558,-87.66462760750325
6908,Risk 3 (Low),41.997406421835386,-87.70213222791853
6912,Risk 3 (Low),41.77947732730119,-87.67013473289414
6928,Risk 3 (Low),41.94852457422423,-87.64937612258991
6939,Risk 3 (Low),41.76601071201035,-87.57151874606954
7016,Risk 3 (Low),41.91721813909613,-87.75683560519089
7022,Risk 3 (Low),41.7731231953339,-87.61298770791186
7057,Risk 3 (Low),41.745595547601106,-87.60493176148884
7111,Risk 3 (Low),41.866254930227,-87.72704914147509
7128,Risk 3 (Low),41.77947732730119,-87.67013473289414
7179,Risk 3 (Low),41.92787714672656,-87.65237571214044
7185,Risk 3 (Low),41.99349102889125,-87.68989167199896
7186,Risk 3 (Low),41.92787714672656,-87.65237571214044
7243,Risk 3 (Low),41.80984547758688,-87.70419017109043
7303,Risk 3 (Low),41.90398663767977,-87.62853057119635
7311,Risk 3 (Low),41.93878145947897,-87.6877552147653
7318,Risk 3 (Low),41.746622062843144,-87.66348933329323
7336,Risk 3 (Low),41.7731231953339,-87.61298770791186
7429,Risk 3 (Low),41.681052154067224,-87.5365162684192
7441,Risk 3 (Low),41.895930872254056,-87.6692740778332
7476,Risk 3 (Low),41.97738953666194,-87.66852279752683
7509,Risk 3 (Low),41.75809610250857,-87.62420813307011
7512,Risk 3 (Low),41.93298377578833,-87.64117048527065
7539,Risk 3 (Low),41.828094126102314,-87.65585369468056
7588,Risk 3 (Low),41.75100451806063,-87.62787736997439
7650,Risk 3 (Low),41.97084299526282,-87.66786735587178
7657,Risk 3 (Low),41.95435724355327,-87.74910794571319
7658,Risk 3 (Low),41.96864140759437,-87.69872461659669
7662,Risk 3 (Low),41.74494734576145,-87.65344404443874
7713,Risk 3 (Low),41.91055142102059,-87.67979335805668
7790,Risk 3 (Low),41.742725991086026,-87.60485134353483
7834,Risk 3 (Low),41.74494734576145,-87.65344404443874
7923,Risk 3 (Low),41.948130464390786,-87.64332385698383
7976,Risk 3 (Low),41.93095692249829,-87.69137628601091
8000,Risk 3 (Low),41.81496015100184,-87.70439175088259
8001,Risk 3 (Low),41.76561881775355,-87.61540724803734
8034,Risk 3 (Low),41.811459740039865,-87.665192162126
8066,Risk 3 (Low),41.77891469594991,-87.69962671093363
8090,Risk 3 (Low),42.008536400868735,-87.91442843927048
8128,Risk 3 (Low),41.97738953666194,-87.66852279752683
8175,Risk 3 (Low),41.99670262248633,-87.78708673652662
8221,Risk 3 (Low),41.883285618135595,-87.64174676077214
8262,Risk 3 (Low),41.99750369638121,-87.70904243573266
8286,Risk 3 (Low),41.953513507398746,-87.74840850880906
8287,Risk 3 (Low),41.93653173616113,-87.66869564794224
8304,Risk 3 (Low),41.80154712706725,-87.74313568386458
8321,Risk 3 (Low),41.89505834621699,-87.75278090465679
8345,Risk 3 (Low),41.735883858312064,-87.64913691423969
8351,Risk 3 (Low),41.74494734576145,-87.65344404443874
8388,Risk 3 (Low),41.852997832723716,-87.6221944793621
8389,Risk 3 (Low),41.765859670520676,-87.59001488471206
8405,Risk 3 (Low),41.758318411685494,-87.61408861860905
8451,Risk 3 (Low),41.953513507398746,-87.74840850880906
8466,Risk 3 (Low),41.681052154067224,-87.5365162684192
8492,Risk 3 (Low),41.77947732730119,-87.67013473289414
8502,Risk 3 (Low),41.721788857390756,-87.57548667904757
8505,Risk 3 (Low),41.85781773489261,-87.65796102681593
8517,Risk 3 (Low),41.721799920301436,-87.6262986724053
8526,Risk 3 (Low),41.811459740039865,-87.665192162126
8532,Risk 3 (Low),41.80154712706725,-87.74313568386458
8555,Risk 3 (Low),41.97594646173844,-87.76781476685161
8558,Risk 3 (Low),41.8221362187381,-87.67985107199425
8582,Risk 3 (Low),41.974214480043095,-87.6680424655499
8597,Risk 3 (Low),41.82281651478599,-87.68741130433041
8665,Risk 3 (Low),41.93653173616113,-87.66869564794224
8693,Risk 3 (Low),41.895930872254056,-87.6692740778332
8744,Risk 3 (Low),41.99670262248633,-87.78708673652662
8752,Risk 3 (Low),42.019420151811104,-87.68935307252893
8770,Risk 3 (Low),41.89477355795788,-87.63868837700508
8804,Risk 3 (Low),41.75163004554857,-87.58285440483169
8826,Risk 3 (Low),41.77947732730119,-87.67013473289414
8863,Risk 3 (Low),41.74494734576145,-87.65344404443874
8904,Risk 3 (Low),41.751093602179715,-87.6098507749026
8958,Risk 3 (Low),41.791761831643065,-87.5966116676222
8996,Risk 3 (Low),41.883285618135595,-87.64174676077214
9007,Risk 3 (Low),41.96189827581557,-87.65402861269251
9063,Risk 3 (Low),41.917666944262606,-87.68853418258026
9274,Risk 3 (Low),41.93808446822169,-87.80689674887883
9280,Risk 3 (Low),41.93808446822169,-87.80689674887883
9297,Risk 3 (Low),41.93848470457911,-87.80661664953259
9303,Risk 3 (Low),41.93848470457911,-87.80661664953259
9325,Risk 3 (Low),41.77913304503548,-87.6847066410762
9334,Risk 3 (Low),41.8221362187381,-87.67985107199425
9347,Risk 3 (Low),41.85781773489261,-87.65796102681593
9348,Risk 3 (Low),41.931852775217145,-87.71290124965445
9387,Risk 3 (Low),41.751093602179715,-87.6098507749026
9524,Risk 3 (Low),41.88708768190208,-87.7649572507278
9529,Risk 3 (Low),41.84892168745078,-87.62355885257703
9551,Risk 3 (Low),41.90547420777515,-87.71161567739858
9561,Risk 3 (Low),42.01844814876268,-87.67289749839928
9584,Risk 3 (Low),41.88199433820508,-87.6397586848809
9626,Risk 3 (Low),41.77913304503548,-87.6847066410762
9648,Risk 3 (Low),41.96123554915083,-87.7671215676582
9701,Risk 3 (Low),41.832244173442454,-87.6800730940298
9763,Risk 3 (Low),41.93808446822169,-87.80689674887883
9787,Risk 3 (Low),41.93848470457911,-87.80661664953259
9794,Risk 3 (Low),41.86923620697448,-87.74589271238392
9823,Risk 3 (Low),41.918891263940395,-87.72646531498671
10029,Risk 3 (Low),41.93696637018973,-87.72727226802225
10045,Risk 3 (Low),41.852997832723716,-87.6221944793621
10059,Risk 3 (Low),41.92349095750785,-87.7461323368238
10069,Risk 3 (Low),41.92349095750785,-87.7461323368238
10082,Risk 3 (Low),41.904706191871746,-87.6346566546307
10131,Risk 3 (Low),41.89229157166129,-87.6067822060779
10135,Risk 3 (Low),41.931469437179324,-87.74301063200821
10162,Risk 3 (Low),41.73638004558818,-87.62750921902565
10171,Risk 3 (Low),41.70721220021213,-87.61336681197594
10172,Risk 3 (Low),41.832244173442454,-87.6800730940298
10217,Risk 3 (Low),41.93215767914752,-87.76642459883053
10292,Risk 3 (Low),41.88743405025222,-87.68184949426895
10298,Risk 3 (Low),41.88199433820508,-87.6397586848809
10299,Risk 3 (Low),41.886576521508545,-87.66532812140233
10305,Risk 3 (Low),41.94319478803317,-87.65313182584629
10310,Risk 3 (Low),41.70721220021213,-87.61336681197594
10342,Risk 3 (Low),41.880263372184594,-87.62450498038699
10353,Risk 3 (Low),41.931469437179324,-87.74301063200821
10367,Risk 3 (Low),41.95159256364248,-87.67427393856427
10410,Risk 3 (Low),41.93427051907201,-87.63948842747088
10419,Risk 3 (Low),41.74984043875308,-87.68890052386799
